Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,3.6,55.0,Không,False,True,27.5,27.5,2
 Nguyễn Hàng Chi,Hòa Hiệp Nam,liên chiểu,3.48,140.0,Tây Bắc,True,True,7.0,20.0,2
 Phan Thúc Duyện,Mỹ An,ngũ hành sơn,2.95,5.0,Tây Bắc,True,True,5.8,0.8620689655172414,1
 Hồ Nghinh,An Hải Bắc,sơn trà,11.5,115.0,Không,True,True,6.5,19.0,2
 Phùng Chí Kiên,Hòa Minh,liên chiểu,4.5,85.0,Tây Nam,True,False,5.0,17.0,3
 An Thượng 38,Mỹ An,ngũ hành sơn,8.8,60.0,Không,True,True,5.0,14.0,4
 100 Đường Nguyễn Khánh Toàn,Hòa Cường,hải châu,7.75,125.0,Không,True,True,5.0,25.0,2
 Dương Tử Giang,Khuê Mỹ,ngũ hành sơn,7.4,90.0,Không,True,True,5.0,18.0,4
 Bàu Mạc 5,Hòa Khánh Bắc,liên chiểu,3.25,110.0,Không,True,True,5.0,22.0,1
 Lê Duẩn,Hải Châu I,hải châu,4.05,85.0,Tây Nam,False,True,4.0,20.0,3
 Ngô Quyền,Phước Mỹ,sơn trà,4.5,187.0,Nam,False,True,6.0,30.0,2
 Trần Thánh Tông,Nại Hiên Đông,sơn trà,19.0,148.0,Nam,True,True,7.5,19.0,3
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8.0,100.0,Không,True,True,5.0,20.0,3
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,14.4,86.0,Không,True,True,5.0,18.0,3
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,16.0,160.0,Không,True,True,9.0,18.0,2
 Trần Cao Vân,Tam Thuận,thanh khê,4.15,50.0,Tây Bắc,False,True,25.0,25.0,3
 Nguyễn Lương Bằng,Hòa Hiệp Bắc,liên chiểu,8.320953607889361,17.0,Không,False,True,10.0,22.0,2
 Lê Hữu Trác,An Hải Đông,sơn trà,6.5,14.0,Không,False,False,7.0,7.0,1
 Trần Cao Vân,Tam Thuận,thanh khê,4.35,50.0,Không,False,False,25.0,25.0,4
 Đặng Vũ Hỷ,Phước Mỹ,sơn trà,3.5,95.0,Không,False,False,47.5,47.5,2
 An Thượng 24,Mỹ An,ngũ hành sơn,6.5,105.0,Không,False,False,52.5,52.5,2
 Lê Hữu Trác,An Hải Đông,sơn trà,5.0,84.0,Không,False,False,42.0,42.0,2
 Dương Đình Nghệ,Phước Mỹ,sơn trà,11.0,113.0,Không,False,False,56.5,56.5,3
 Loseby,An Hải Bắc,sơn trà,21.0,113.0,Không,True,False,56.5,56.5,5
 Lý Tự Trọng,Thạch Thang,hải châu,72.0,420.0,Không,True,False,210.0,210.0,3
 Lê Đình Lý,Hòa Thuận Tây,hải châu,29.0,170.0,Không,True,False,85.0,85.0,4
 Trần Phú,Phước Ninh,hải châu,29.0,113.0,Không,True,False,56.5,56.5,1
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,8.3,95.0,Không,True,False,47.5,47.5,3
 Trần Huy Liệu,Khuê Trung,cẩm lệ,5.7,10.0,Không,True,False,5.0,5.0,2
 Trần Cao Vân,Xuân Hà,thanh khê,6.2,57.0,Không,True,False,28.5,28.5,3
 An Mỹ,An Hải Tây,sơn trà,4.9,56.0,Không,True,False,28.0,28.0,2
 Hòa Minh 8,Hòa Minh,liên chiểu,4.1,8.0,Không,True,False,4.0,4.0,3
 Tiên Sơn 10,Hòa Cường Nam,hải châu,13.5,180.0,Không,True,False,90.0,90.0,4
 Nguyễn Thế Lộc,An Hải Bắc,sơn trà,12.2,130.0,Không,True,False,65.0,65.0,2
 Đa Mặn 3,Khuê Mỹ,ngũ hành sơn,5.0,90.0,Không,True,False,45.0,45.0,2
 Nguyễn Công Trứ,An Hải Bắc,sơn trà,16.5,150.0,Không,True,False,75.0,75.0,3
 An Dương Vương,Mỹ An,ngũ hành sơn,25.5,320.0,Không,True,False,160.0,160.0,2
 Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,9.5,100.0,Không,True,False,50.0,50.0,2
 Trần Huy Liệu,Khuê Trung,cẩm lệ,6.0,10.0,Không,True,False,5.0,5.0,2
 Điện Biên Phủ,Chính Gián,thanh khê,148.0,800.0,Không,True,False,400.0,400.0,1
 Hùng Vương,Vĩnh Trung,thanh khê,29.0,124.0,Không,True,False,62.0,62.0,4
 Lê Bá Trinh,Hòa Cường Bắc,hải châu,7.0,88.0,Không,True,False,44.0,44.0,2
 Trần Thủ Độ,Khuê Trung,cẩm lệ,8.2,100.0,Không,True,False,50.0,50.0,3
 Phan Thanh,Thạc Gián,thanh khê,9.8,50.0,Không,True,False,25.0,25.0,3
 Điện Biên Phủ,Chính Gián,thanh khê,13.15,78.0,Không,True,False,39.0,39.0,4
 Lý Nhân Tông,Khuê Trung,cẩm lệ,8.1,93.0,Không,True,False,46.5,46.5,3
 Cao Xuân Dục,Thuận Phước,hải châu,5.25,56.0,Không,True,False,28.0,28.0,1
 Chơn Tâm 1,Hòa Minh,liên chiểu,3.39,80.0,Không,True,False,40.0,40.0,2
 Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,17.0,170.0,Không,True,False,85.0,85.0,6
 Bùi Xương Tự,Hòa Thọ Đông,cẩm lệ,3.6,96.0,Không,True,False,48.0,48.0,1
 Nguyễn Văn Thoại,Phước Mỹ,sơn trà,12.0,16.0,Không,True,False,8.0,8.0,2
 Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,5.8,66.0,Không,True,False,33.0,33.0,2
 Hải Phòng,Chính Gián,thanh khê,57.0,10.0,Không,True,False,5.0,5.0,6
 Phan Văn Trị,Khuê Trung,cẩm lệ,11.0,198.0,Không,True,False,99.0,99.0,3
 Mỹ Đa Đông 5,Mỹ An,ngũ hành sơn,7.35,68.0,Không,True,False,34.0,34.0,5
 Võ Văn Kiệt,Phước Mỹ,sơn trà,270.0,55.0,Không,True,False,27.5,27.5,20
 Phan Châu Trinh,Phước Ninh,hải châu,14.0,76.0,Không,True,False,38.0,38.0,3
 Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,7.3,150.0,Không,True,False,75.0,75.0,3
 Lý Nhật Quang.,Nại Hiên Đông,sơn trà,7.0,110.0,Không,True,False,55.0,55.0,2
 Lý Tự Trọng,Thanh Bình,hải châu,14.0,100.0,Không,True,False,50.0,50.0,3
 Hải Hồ,Thanh Bình,hải châu,11.0,111.0,Không,True,False,55.5,55.5,3
 Thanh Thủy,Thanh Bình,hải châu,12.0,111.0,Không,True,False,55.5,55.5,2
 Nguyễn Phong Sắc,Khuê Trung,cẩm lệ,5.6,86.0,Không,True,False,43.0,43.0,1
 Lê Chân,An Hải Bắc,sơn trà,5.1,80.0,Không,True,False,40.0,40.0,3
 Lý Tự Trọng,Thạch Thang,hải châu,11.0,80.0,Không,True,False,40.0,40.0,2
 Thanh Long,Thanh Bình,hải châu,7.5,70.0,Không,True,False,35.0,35.0,5
 Núi Thành,Hòa Thuận Đông,hải châu,24.5,131.0,Không,True,False,65.5,65.5,2
 Nguyễn Đức Trung,Hòa Khê,thanh khê,9.8,100.0,Không,True,False,50.0,50.0,5
 Lê Thanh Nghị,Hòa Cường Nam,hải châu,12.5,71.0,Không,True,False,35.5,35.5,4
 Nguyễn Hữu Thọ,Hòa Cường Bắc,hải châu,17.0,125.0,Không,True,False,62.5,62.5,4
 Nguyễn Trung Ngạn,Khuê Trung,cẩm lệ,5.2,125.0,Không,True,False,62.5,62.5,2
 Hà Tông Quyền,Khuê Trung,cẩm lệ,8.0,100.0,Không,True,False,50.0,50.0,3
 Tôn Thất Tùng,Thạc Gián,thanh khê,7.5,90.0,Không,True,False,45.0,45.0,3
 Duy Tân,Hòa Thuận Tây,hải châu,22.1,8.0,Không,True,False,4.0,4.0,2
 Quang Trung,Thanh Bình,hải châu,25.0,96.0,Không,True,False,48.0,48.0,5
 Lý Tự Trọng,Thuận Phước,hải châu,50.0,87.0,Không,True,False,43.5,43.5,5
 Ông Ích Khiêm,Tam Thuận,thanh khê,27.0,198.0,Không,True,False,99.0,99.0,1
 Nguyễn Đình Tứ,Hòa An,cẩm lệ,5.5,100.0,Không,True,False,50.0,50.0,1
 Núi Thành,Hòa Thuận Đông,hải châu,24.5,123.0,Không,True,False,61.5,61.5,2
 Bình Thái 1,Hòa Thọ Đông,cẩm lệ,6.1,34.0,Không,True,False,17.0,17.0,2
 Trần Phú,Phước Ninh,hải châu,35.0,10.0,Không,True,False,5.0,5.0,4
 Lý Thái Tông,Thanh Khê Tây,thanh khê,9.5,100.0,Không,True,False,50.0,50.0,3
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,48.0,3.0,Không,True,False,1.5,1.5,4
 Lý Tự Trọng,Thạch Thang,hải châu,60.0,420.0,Không,True,False,210.0,210.0,3
 Ông Ích Khiêm,Thanh Bình,hải châu,17.0,94.0,Không,True,False,47.0,47.0,4
 Ông Ích Khiêm,Thanh Bình,hải châu,6.1,77.0,Không,False,False,38.5,38.5,2
 Lê Hữu Trác,An Hải Đông,sơn trà,14.0,55.0,Không,False,False,27.5,27.5,1
 Tô Hiệu,Hòa Minh,liên chiểu,2.5,115.0,Không,False,False,57.5,57.5,1
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,6.75,123.0,Không,False,False,61.5,61.5,4
 Núi Thành,Hòa Cường Bắc,hải châu,3.5,40.0,Không,False,False,20.0,20.0,3
 Phạm Văn Nghị,Thạc Gián,thanh khê,3.35,58.0,Không,False,False,29.0,29.0,3
 Trần Cao Vân,Tam Thuận,thanh khê,6.9,137.0,Không,False,False,68.5,68.5,1
 Lý Tự Trọng,Thanh Bình,hải châu,9.5,105.0,Không,False,False,52.5,52.5,5
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,4.7,99.0,Không,False,False,49.5,49.5,1
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,6.3,123.0,Không,False,False,61.5,61.5,4
 Nguyễn Công Trứ,An Hải Đông,sơn trà,4.3,76.0,Không,False,True,4.0,19.0,3
 Ngô Thị Liễu,Hòa Cường Bắc,hải châu,5.3,83.0,Không,True,False,41.5,41.5,3
 Lê Lợi,Thạch Thang,hải châu,15.0,118.0,Không,True,False,59.0,59.0,2
 Trương Quyền,Mân Thái,sơn trà,4.2,66.0,Không,True,False,33.0,33.0,2
 Nguyễn Thị Thập,Thanh Khê Tây,thanh khê,4.5,94.0,Không,True,False,47.0,47.0,3
 Hồ Nghinh,An Hải Bắc,sơn trà,45.0,300.0,Không,True,False,150.0,150.0,1
 Hoàng Diệu,Nam Dương,hải châu,26.0,111.0,Không,True,False,55.5,55.5,4
 Hoàng Diệu,Bình Hiên,hải châu,31.0,171.0,Không,True,False,85.5,85.5,1
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,8.5,88.0,Không,True,False,44.0,44.0,3
 Núi Thành,Hòa Cường Bắc,hải châu,2.15,40.0,Không,False,False,20.0,20.0,3
 Lê Duẩn,Hải Châu I,hải châu,2.8,57.0,Không,False,True,4.0,14.0,2
 Lê Độ,Chính Gián,thanh khê,1.95,40.0,Không,False,False,20.0,20.0,2
 Nguyễn Phước Nguyên,An Khê,thanh khê,5.0,80.0,Đông Nam,True,True,5.0,15.0,3
 Hải Phòng,Tân Chính,thanh khê,2.25,45.0,Không,False,True,5.0,9.0,1
 52 Hùng Vương,Hải Châu II,hải châu,10.0,80.0,Tây Bắc,True,True,80.0,18.0,5
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8.3,115.0,Không,True,True,4.5,25.555555555555557,2
 00 Dương Vân Nga,Nại Hiên Đông,sơn trà,5.8,100.0,Đông Nam,True,True,5.0,20.0,2
 79 Phó Đức Chính,Mân Thái,sơn trà,5.5,59.0,Nam,False,True,11.0,23.0,2
 Hồ Nghinh,Phước Mỹ,sơn trà,16.0,118.0,Đông Nam,True,True,5.0,23.66,2
 Văn Tiến Dũng,Hòa Xuân,cẩm lệ,3.95,100.0,Đông,True,True,5.0,20.0,3
 10 Hàn Thuyên,Hòa Cường,hải châu,8.3,115.0,Không,True,True,4.5,25.5,2
 Phù Đổng,Hòa Xuân,cẩm lệ,2.6,100.0,Tây,True,True,5.0,20.0,1
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,31.5,166.0,Không,True,True,11.0,16.0,4
 Bùi Lâm,An Hải Bắc,sơn trà,3.5,56.0,Không,True,False,4.0,14.0,2
 Trần Thanh Mại,An Hải Bắc,sơn trà,6.0,75.0,Không,True,False,5.0,15.0,2
 Dương Đình Nghệ,An Hải Bắc,sơn trà,26.5,67.0,Không,True,False,10.7,6.261682242990655,3
 Phước Trường 14,Phước Mỹ,sơn trà,10.0,87.0,Không,True,False,5.0,17.4,4
 Lê Đình Thám,Hòa Thuận Đông,hải châu,8.9,78.0,Không,True,False,4.14,18.84057971014493,3
 Nại Nam,Hòa Cường Bắc,hải châu,14.0,150.0,Không,True,False,6.0,25.0,4
 Mạc Thiên Tích,Khuê Mỹ,ngũ hành sơn,5.99,100.0,Không,True,False,5.0,20.0,2
 Phạm Văn Nghị,Thạc Gián,thanh khê,9.5,58.0,Không,True,False,4.0,15.0,4
 Phạm Văn Nghị,Thạc Gián,thanh khê,9.7,85.0,Đông Nam,True,False,6.5,13.0,3
 Lưu Trọng Lư,Hòa Cường,hải châu,6.1,70.0,Bắc,True,False,4.0,17.5,2
 Nhân Hòa 2,Hòa Xuân,cẩm lệ,3.2,100.0,Nam,True,True,5.0,20.0,2
 Trần Duy Chiến,Mân Thái,sơn trà,4.7,96.0,Nam,True,True,3.7,25.945945945945944,1
 Phù Đổng,Hòa Xuân,cẩm lệ,2.58,100.0,Tây,True,True,5.0,20.0,1
 Điện Biên Phủ,Hòa Khê,thanh khê,16.5,8.0,Bắc,True,True,5.0,16.5,3
 Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,2.1,60.0,Không,True,True,7.0,8.571428571428571,2
 Yên Khê 2,Thanh Khê Đông,thanh khê,5.1,77.0,Không,True,True,4.5,17.0,2
 Yên Khê 2,Thanh Khê Đông,thanh khê,4.2,45.0,Không,True,True,5.0,9.0,3
 Bàu Vàng 4,Hòa Khánh Bắc,liên chiểu,4.2,100.0,Không,True,True,5.0,20.0,4
 Hóa Sơn 2,Hòa Cường Nam,hải châu,3.8,56.0,Không,True,True,4.0,14.0,3
 Hoàng Diệu,Nam Dương,hải châu,7.5,150.0,Không,True,True,6.8,22.058823529411764,4
 K250 Hoàng Diệu,Bình Thuận,hải châu,4.25,79.0,Không,False,True,4.5,17.555555555555557,3
 Điện Biên Phủ,Hòa Khê,thanh khê,2.8,60.0,Không,True,False,5.0,12.0,2
 Núi Thành,Hòa Thuận Đông,hải châu,18.5,140.0,Không,True,True,5.0,28.0,2
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,15.5,90.0,Không,True,True,5.0,18.0,2
 Phạm Tu,An Hải Bắc,sơn trà,5.4,56.0,Không,True,False,28.0,28.0,2
 Tiểu La,Hòa Cường Bắc,hải châu,16.5,100.0,Không,True,False,50.0,50.0,3
 Hồ Biểu Chánh,Hòa Cường Nam,hải châu,7.0,80.0,Không,True,False,4.9,14.9,1
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8.9,100.0,Không,True,False,50.0,50.0,3
 Lê Anh Xuân,Hòa Cường Nam,hải châu,7.5,110.0,Nam,True,False,5.0,22.0,3
 Gò Nãy 6,Hòa Minh,liên chiểu,4.5,90.0,Đông Nam,True,False,5.0,18.0,2
 Thanh Long,Thanh Bình,hải châu,7.3,70.0,Không,True,False,4.56,15.25,3
 Thi Sách,Hòa Thuận Tây,hải châu,5.3,54.0,Tây,True,False,5.22,9.72,4
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,34.0,41.0,Không,True,False,12.0,35.0,2
 Ngô Quyền,An Hải Bắc,sơn trà,9.0,120.0,Đông Nam,True,False,5.0,20.0,2
 An Dương Vương,Mỹ An,ngũ hành sơn,6.2,100.0,Không,True,False,4.5,22.1,2
 Chương Dương,Mỹ An,ngũ hành sơn,19.0,100.0,Tây Nam,True,False,5.0,20.0,4
 Hà Huy Tập,Xuân Hà,thanh khê,4.8,63.0,Không,False,False,5.0,12.6,2
 Mai Am,Thuận Phước,hải châu,8.2,105.0,Không,False,False,7.0,15.0,3
 Nguyễn Văn Linh,Hải Châu I,hải châu,11.5,80.0,Không,False,False,4.5,17.7,5
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,4.3,73.0,Không,False,False,36.5,36.5,1
 Nguyễn Phước Thái,Hòa Khê,thanh khê,5.6,90.0,Không,True,True,5.0,18.0,2
 Nguyễn Công Trứ,An Hải Bắc,sơn trà,3.95,88.0,Không,False,True,8.0,12.0,3
 Tôn Đức Thắng,Hòa Khánh Nam,liên chiểu,7.5,95.0,Tây Nam,True,True,5.0,19.0,2
 Trần Quý Hai,Hòa Thọ Đông,cẩm lệ,3.55,70.0,Không,True,True,6.75,10.37037037037037,2
 An Cư,Nại Hiên Đông,sơn trà,6.5,67.0,Không,True,False,5.0,23.0,3
 Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,2.1,50.0,Không,False,True,7.0,7.142857142857143,2
 Bắc Sơn,Hòa An,cẩm lệ,6.2,100.0,Không,True,True,5.0,20.0,3
 Phú Xuân 8,Hòa Minh,liên chiểu,5.5,7.0,Tây Bắc,True,True,5.0,14.0,3
 Cao Bá Quát,An Hải Tây,sơn trà,11.5,11.0,Không,True,True,7.2,1.5277777777777777,3
 Cô Giang,Hải Châu I,hải châu,2.6,40.0,Không,False,False,4.0,10.0,3
 Hà Huy Tập,Xuân Hà,thanh khê,4.5,63.0,Nam,True,True,5.0,12.0,3
 179 2/9,Hòa Cường Nam,hải châu,21.0,113.0,Đông,True,True,4.5,25.0,7
 Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,31.0,50.0,Đông Nam,True,True,10.0,25.0,2
 152 2/9,Hòa Cường Nam,hải châu,38.0,5.0,Đông,True,True,9.0,25.0,3
 Lê Đình Lý,Hòa Thuận Đông,hải châu,3.85,40.0,Bắc,False,True,4.0,10.0,3
 K20,Khuê Mỹ,ngũ hành sơn,2.9,73.0,Đông Nam,False,True,4.0,18.25,2
 Hoàng Thị Loan,Hòa Minh,liên chiểu,4.17,6.0,Đông Nam,True,True,5.5,12.0,3
 Phú Lộc 1,Hòa Minh,liên chiểu,4.95,77.0,Đông Bắc,True,True,4.5,17.0,3
 Trần Cao Vân,Tam Thuận,thanh khê,1.09,13.0,Tây Bắc,False,True,2.5,5.0,2
 Điện Biên Phủ,Chính Gián,thanh khê,12.5,68.0,Nam,True,True,4.5,15.0,4
 Núi Thành,Hòa Thuận Đông,hải châu,7.0,100.0,Không,False,True,5.0,20.0,3
 Dương Đình Nghệ,An Hải Bắc,sơn trà,11.5,115.0,Không,True,True,6.5,19.0,2
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,9.0,14.0,Không,True,True,6.0,23.8,1
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.45,100.0,Tây,True,True,5.0,20.0,2
 Nguyễn Công Trứ,An Hải Bắc,sơn trà,3.6,67.0,Không,False,True,3.6,16.0,2
 Phú Xuân 8,Hòa Minh,liên chiểu,5.5,75.0,Tây Bắc,True,True,5.0,15.0,3
 Hòa Minh 3,Hòa Minh,liên chiểu,4.5,7.0,Tây Nam,True,True,4.5,15.0,3
 55 Mai Dị,Hòa Cường Bắc,hải châu,7.7,61.0,Không,True,True,4.5,17.0,4
 Lê Duẩn,Tân Chính,thanh khê,2.82,45.0,Nam,False,True,22.5,22.5,2
 Võ Văn Tần,Chính Gián,thanh khê,3.05,130.0,Không,True,True,65.0,65.0,3
 An Thượng 5,Mỹ An,ngũ hành sơn,11.4,120.0,Không,True,True,10.0,12.0,2
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,15.5,80.0,Không,True,True,5.0,16.0,2
 Bình Minh 1,Bình Thuận,hải châu,26.0,300.0,Không,True,True,8.0,38.0,2
 Nguyễn Văn Linh,Hải Châu I,hải châu,3.7,90.0,Không,False,True,3.2,28.125,2
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.45,96.0,Tây,True,True,5.0,19.2,2
 Lê Duẩn,Tân Chính,thanh khê,6.0,180.0,Không,False,True,12.0,15.0,2
 Nguyễn Văn Linh,Nam Dương,hải châu,5.2,65.0,Không,False,True,6.0,10.833333333333334,3
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,3.75,5.0,Đông,False,True,6.0,12.0,3
 Tùng Thiện Vương,Khuê Mỹ,ngũ hành sơn,5.4,95.0,Đông Nam,True,True,5.0,19.0,3
 Tiểu La,Hòa Cường Bắc,hải châu,10.0,8.0,Không,True,True,4.0,4.0,3
 Trần Cao Vân,Thanh Khê Đông,thanh khê,4.0,61.0,Đông Nam,False,True,5.0,12.0,3
 Lê Vĩnh Huy,Hòa Cường Bắc,hải châu,3.53,50.0,Nam,False,True,25.0,25.0,3
 Điện Biên Phủ,Chính Gián,thanh khê,2.95,130.0,Không,True,False,65.0,65.0,2
 Trần Cao Vân,Xuân Hà,thanh khê,3.35,54.0,Đông,False,True,27.0,27.0,2
 Mẹ Nhu,Thanh Khê Tây,thanh khê,5.0,130.0,Không,True,False,6.0,21.666666666666668,3
 Dương Đình Nghệ,Phước Mỹ,sơn trà,13.5,7.0,Không,True,True,9.0,7.0,3
 Yên Thế,Hòa An,cẩm lệ,7.8,40.0,Không,True,True,12.0,20.0,2
 87 Hoàng Văn Thái,Hòa Minh,liên chiểu,1.87,77.0,Đông Nam,False,True,5.0,15.0,1
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,14.3,90.0,Không,True,False,45.0,45.0,3
 17 Tiểu La,Hòa Cường Bắc,hải châu,15.5,100.0,Không,True,True,50.0,50.0,3
 Phạm Văn Nghị,Thạc Gián,thanh khê,12.0,108.0,Tây Nam,True,True,5.0,21.5,3
 Phạm Văn Nghị,Thạch Thang,hải châu,12.0,110.0,Không,True,False,5.0,21.5,3
 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,3.6,70.0,Đông,False,True,8.66,8.11,2
 K6/5/9 Chế Lan Viên,Mỹ An,ngũ hành sơn,4.5,60.0,Tây Nam,False,True,5.5,11.0,2
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,4.0,150.0,Không,False,False,75.0,75.0,3
 Nguyễn Đóa,Hòa Xuân,cẩm lệ,3.5,100.0,Đông,True,True,5.0,20.0,2
 Hoài Thanh,Mỹ An,ngũ hành sơn,16.8,130.0,Tây Nam,True,True,11.0,11.818181818181818,6
 Tiểu La,Hòa Cường Bắc,hải châu,4.55,55.0,Tây,False,True,4.0,15.0,3
 Tôn Đức Thắng,Hòa Minh,liên chiểu,2.5,60.0,Không,True,True,4.0,15.0,5
 Thanh Thủy,Thanh Bình,hải châu,6.9,70.0,Không,True,True,5.0,14.0,3
 12/18 Hoàng Văn Thái,Hòa Minh,liên chiểu,2.75,100.0,Tây Bắc,False,True,4.56,22.5,2
 Anh Thơ,Khuê Mỹ,ngũ hành sơn,14.7,300.0,Không,True,True,15.0,20.0,3
 Nguyễn Văn Linh,Hòa Cường Bắc,hải châu,3.0,100.0,Không,True,True,5.0,20.0,4
 408 Hoàng Diệu,Bình Thuận,hải châu,2.5,60.0,Không,True,True,6.0,10.0,2
 Lê Duẩn,Tân Chính,thanh khê,24.6,90.0,Không,True,True,6.0,15.0,4
 Lương Định Của,Khuê Trung,cẩm lệ,9.2,100.0,Không,True,True,5.0,20.0,4
 Ngô Quyền,An Hải Đông,sơn trà,24.5,6.0,Không,True,True,8.0,28.0,3
 Nguyễn Sơn Trà,Hòa Cường Bắc,hải châu,16.0,110.0,Không,True,True,5.0,22.0,3
 Tiểu La,Hòa Cường Bắc,hải châu,3.999,60.0,Đông,True,True,4.0,15.0,4
 300 Hải Phòng,Hải Châu I,hải châu,285.0,50.0,Tây Nam,False,True,5.0,10.0,2
 Núi Thành,Hòa Thuận Đông,hải châu,7.0,90.0,Không,False,True,5.0,19.0,3
 Mỹ Đa Đông 12,Hòa Hải,ngũ hành sơn,6.0,300.0,Không,True,False,150.0,150.0,5
 Quang Châu,Xã Hòa Châu,huyện hòa vang,2.3,150.0,Đông Nam,True,True,5.0,30.0,1
 Trần Cao Vân,Tam Thuận,thanh khê,3.68,5.0,Tây Bắc,False,True,2.5,2.5,3
 Nguyễn Như Đỗ,Hòa Thọ Tây,cẩm lệ,1.85,110.0,Không,False,True,5.0,22.0,1
 Thanh Thủy,Thanh Bình,hải châu,6.9,70.0,Không,True,True,5.0,14.0,3
 Đinh Tiên Hoàng,Thanh Bình,hải châu,3.8,60.0,Không,False,False,30.0,30.0,3
 Đặng Thái Thân,Hòa Hải,ngũ hành sơn,25.0,600.0,Không,True,False,300.0,300.0,3
 Đại lộ Thăng Long,Khuê Trung,cẩm lệ,9.0,35.0,Không,True,False,23.0,17.0,3
 Hoàng Diệu,Bình Thuận,hải châu,3.79,50.0,Bắc,False,False,25.0,25.0,3
 Núi Thành,Hòa Cường Nam,hải châu,4.2,79.0,Không,False,True,7.0,11.0,3
 Điện Biên Phủ,Chính Gián,thanh khê,4.09,60.0,Không,False,True,30.0,30.0,3
 Phú Lộc 5,Hòa Minh,liên chiểu,3.3,75.0,Không,True,True,5.0,15.0,1
 Bùi Chát,Hòa Khánh Bắc,liên chiểu,2.35,117.0,Không,False,True,5.0,23.0,1
 Tô Hiệu,Hòa Minh,liên chiểu,3.55,76.0,Không,False,True,5.3,15.0,2
 Lâm Hoành,Phước Mỹ,sơn trà,4.2,67.0,Không,False,True,4.0,17.0,3
 Nguyễn Văn Linh,Nam Dương,hải châu,4.25,66.0,Không,False,True,4.0,16.0,2
 2/9,Hòa Cường Bắc,hải châu,45.0,300.0,Đông,True,True,7.5,40.0,3
 Điện Biên Phủ,Chính Gián,thanh khê,2.0,40.0,Nam,False,True,20.0,20.0,2
 Nguyễn Chí Diễu,An Hải Bắc,sơn trà,5.0,100.0,Không,True,True,5.0,20.0,2
 Phước Trường 8,Phước Mỹ,sơn trà,12.0,75.0,Không,True,False,4.0,18.75,6
 Ngô Quyền,An Hải Bắc,sơn trà,5.9,110.0,Đông Nam,True,False,5.0,21.0,4
 Nguyễn Hiền,Nại Hiên Đông,sơn trà,3.2,7.0,Tây Nam,True,True,4.0,1.75,1
 Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,7.95,108.0,Không,True,True,5.0,22.0,3
 Gò Nãy 4,Hòa Minh,liên chiểu,3.95,9.0,Đông Bắc,True,True,5.0,18.0,2
 Đỗ Nhuận,Hòa Minh,liên chiểu,4.0,90.0,Không,True,True,5.0,18.0,3
 19 Cô Bắc,Hải Châu II,hải châu,13.0,86.0,Tây Nam,True,True,11.0,8.2,3
 10 Mân Quang 1,Thọ Quang,sơn trà,5.1,85.0,Không,True,True,5.0,16.0,5
 Kỳ Đồng,An Khê,thanh khê,3.65,70.0,Không,False,False,5.0,14.0,2
 Điện Biên Phủ,Chính Gián,thanh khê,2.2,30.0,Không,False,False,15.0,15.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,3.8,80.0,Không,False,False,6.0,13.333333333333334,2
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,5.29,60.0,Nam,False,True,5.5,11.0,4
 Tô Hiệu,Hòa Minh,liên chiểu,2.0,100.0,Không,False,True,5.0,20.0,2
 Tôn Đản,Hòa An,cẩm lệ,1.98,55.0,Bắc,False,True,27.5,27.5,2
 Lê Đình Lý,Hòa Thuận Đông,hải châu,3.85,40.0,Bắc,False,True,20.0,20.0,3
