Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors
 Lý Thái Tổ,Thạc Gián,thanh khê,2.73,50.0,Nam,False,True,4.5,11.0,2
 Châu Thượng Văn,Hòa Cường,hải châu,3.85,53.0,Không,False,True,5.0,11.0,3
 Đặng Thùy Trâm,Hòa Cường,hải châu,4.75,73.0,Không,False,False,4.05,20.5,2
 Trưng Nữ Vương,Hòa Cường,hải châu,3.5,50.0,Không,False,True,5.0,10.0,3
 Hưng Hóa,Hòa Cường Nam,hải châu,6.4,76.0,Không,True,True,5.0,15.2,4
 Châu Thượng Văn,Hòa Cường Bắc,hải châu,7.9,126.0,Không,True,True,5.6,21.0,2
 Hoàng Diệu,Hòa Cường,hải châu,6.7,7.0,Không,False,True,5.0,16.0,3
 Hoàng Diệu,Hòa Cường,hải châu,3.75,34.0,Không,False,True,4.3,7.9,2
 Hoàng Diệu,Hòa Cường,hải châu,3.2,5.0,Không,False,True,3.8,13.6,3
 Trưng Nữ Vương,Hòa Cường,hải châu,4.1,48.0,Không,False,False,5.0,10.0,3
 Hàn Mạc Tử,Thuận Phước,hải châu,5.5,64.0,Không,True,True,3.8,17.0,3
 2/9,Hòa Cường,hải châu,5.35,79.0,Không,False,False,4.0,20.0,4
 Hoàng Diệu,Hòa Cường Bắc,hải châu,6.55,60.0,Không,False,True,6.5,9.2,3
 Trưng Nữ Vương,Hòa Cường Bắc,hải châu,3.5,60.0,Không,False,True,5.0,10.0,3
 Hoàng Diệu,Hòa Cường Bắc,hải châu,3.9,57.0,Không,False,True,4.1,14.0,4
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,15.8,78.0,Không,True,True,4.5,19.5,4
 Nguyễn Huy Tự,Hòa Minh,liên chiểu,5.6,7.0,Không,True,True,4.5,16.0,3
 Núi Thành,Hòa Cường,hải châu,4.48,57.0,Không,False,True,8.5,6.8,3
 Trưng Nữ Vương,Hòa Cường,hải châu,4.5,90.0,Không,False,True,4.2,22.0,1
 Nguyễn Thị Minh Khai,Hải Châu I,hải châu,16.5,60.0,Không,True,True,4.5,15.0,3
 Tố Hữu,Hòa Cường Nam,hải châu,9.2,100.0,Nam,True,True,5.0,20.0,3
 Ỷ Lan Nguyên Phi,Hòa Cường,hải châu,7.5,90.0,Không,True,True,4.5,20.0,1
 Tiểu La,Hòa Cường,hải châu,11.3,83.0,Không,True,True,3.3,25.0,3
 Hải Sơn,Thanh Bình,hải châu,7.8,10.0,Không,True,True,4.0,18.0,4
 Châu Thượng Văn,Hòa Cường,hải châu,3.85,5.0,Không,False,True,5.0,11.0,3
 Nguyễn Du,Thạch Thang,hải châu,17.0,68.0,Không,True,True,3.9,18.0,3
 Hoàng Diệu,Hòa Cường Nam,hải châu,4.3,88.0,Không,False,True,9.0,9.5,3
 Lê Cơ,Hòa Cường,hải châu,3.0,50.0,Không,False,True,4.0,13.0,3
 Đống Đa,Thạch Thang,hải châu,10.3,105.0,Không,False,True,5.3,22.0,5
 Trưng Nữ Vương,Hòa Cường,hải châu,6.0,55.0,Không,False,True,4.3,13.0,5
 Mai Đăng Chơn,Hòa Hải,ngũ hành sơn,18.0,356.0,Không,True,True,9.5,38.0,3
 Hoàng Diệu,Hòa Cường Bắc,hải châu,3.85,39.0,Không,False,True,4.15,9.58,3
 Trưng Nữ Vương,Hòa Cường Bắc,hải châu,4.2,60.0,Không,False,True,4.3,19.0,1
 Nguyễn Tri Phương,Thạc Gián,thanh khê,3.2,70.0,Không,True,True,5.0,14.0,2
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.45,96.0,Tây,True,True,5.0,20.0,2
 Nguyễn Tất Thành,Hòa Khánh Nam,liên chiểu,2.9,50.0,Không,True,True,5.0,10.0,34
 Tiểu La,Hòa Cường Bắc,hải châu,3.98,5.0,Không,False,True,2.5,2.5,3
 Trần Cao Vân,Thanh Khê Đông,thanh khê,2.48,57.0,Tây Bắc,False,True,4.5,12.666666666666666,3
 217/5 Núi Thành,Hòa Cường Bắc,hải châu,5.7,130.0,Nam,False,True,5.0,26.0,3
 Trần Thánh Tông,Nại Hiên Đông,sơn trà,11.7,174.0,Tây Bắc,True,True,9.0,20.0,3
 Lê Đình Lý,Vĩnh Trung,thanh khê,2.4,40.0,Đông Nam,False,True,4.5,9.0,1
 55 Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,13.8,105.0,Không,True,False,5.0,21.0,2
 Nguyễn Xuân Nhĩ,Hòa Cường Nam,hải châu,1.1,95.0,Không,True,True,5.0,19.0,4
 Nguyễn Đóa,Hòa Xuân,cẩm lệ,3.5,100.0,Đông,True,False,5.0,20.0,2
 Điện Biên Phủ,Chính Gián,thanh khê,4.25,5.0,Không,False,True,4.5,12.0,3
 Cổ Mân 2,Mân Thái,sơn trà,5.2,100.0,Đông Nam,True,True,5.0,20.0,3
 Dương Bá Trạc,Hòa Cường Nam,hải châu,5.9,76.0,Không,True,True,5.0,15.2,3
 Tiên Sơn 7,Hòa Cường Nam,hải châu,10.9,120.0,Tây Nam,True,True,7.0,17.0,3
 Tiên Sơn 7,Hòa Cường,hải châu,10.9,120.0,Không,True,True,7.0,120.0,3
 Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,6.0,173.0,Tây Bắc,True,True,7.5,23.5,3
 An Thượng 38,Mỹ An,ngũ hành sơn,8.8,60.0,Không,True,True,5.0,12.0,4
 Hồ Xuân Hương,Mỹ An,ngũ hành sơn,15.0,90.0,Không,True,True,5.0,18.0,5
 Dương Thưởng,Hòa Cường Bắc,hải châu,4.8,7.0,Bắc,True,True,3.5,21.0,2
 Lê Đình Lý,Hòa Thuận Tây,hải châu,3.8,80.0,Không,True,True,5.0,16.0,2
 Chu Mạnh Trinh,Khuê Trung,cẩm lệ,4.95,75.0,Không,True,False,5.0,15.0,2
 Nguyễn Tri Phương,Hòa Thuận Đông,hải châu,3.8,63.0,Không,False,True,7.0,9.0,2
 08 Bình Hòa 4,Khuê Trung,cẩm lệ,8.0,100.0,Đông,True,True,5.0,20.0,4
 Tiểu La,Hòa Cường Bắc,hải châu,4.6,57.0,Đông Nam,False,True,5.0,11.0,4
 Thế Lữ,An Hải Bắc,sơn trà,10.5,95.0,Không,True,False,5.0,19.0,5
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,15.8,110.0,Không,True,True,5.0,22.0,4
 Trần Phú,Hải Châu I,hải châu,11.0,70.0,Không,True,True,4.375,16.0,3
 Núi Thành,Hòa Cường Bắc,hải châu,15.5,168.0,Không,True,True,5.0,33.6,3
 Tiểu La,Hòa Cường,hải châu,8.0,100.0,Không,True,True,5.0,20.0,3
 Phạm Đình Hổ,Hòa Minh,liên chiểu,8.2,140.0,Đông Nam,True,True,7.0,20.0,3
 Hoàng Diệu,Hòa Thuận Đông,hải châu,3.3,99.0,Không,False,True,5.7,17.4,1
 Quốc lộ 1A,Xã Hòa Liên,huyện hòa vang,7.5,300.0,Không,True,True,11.0,27.272727272727273,3
 Trường Chinh,Hòa An,cẩm lệ,3.6,100.0,Không,True,True,5.0,20.0,2
 Nguyễn Duy Trinh,Hòa Hải,ngũ hành sơn,2.99,100.0,Đông Nam,True,True,5.0,20.0,1
 Nguyễn Duy Trinh,Hòa Hải,ngũ hành sơn,2.15,55.0,Đông Nam,False,True,4.8,12.0,1
 Cao Thắng,Thanh Bình,hải châu,3.0,80.0,Không,False,True,5.0,16.0,2
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.5,40.0,Không,True,False,7.5,5.333333333333333,3
 Nguyễn Du,Thạch Thang,hải châu,7.0,85.0,Không,False,True,7.0,12.142857142857142,3
 Trần Cao Vân,Xuân Hà,thanh khê,12.5,100.0,Không,True,True,6.2,16.129032258064516,2
 Hoàng Minh Thảo,Hòa Minh,liên chiểu,4.29,107.0,Không,False,True,12.0,8.916666666666666,3
 An Mỹ,An Hải Đông,sơn trà,4.2,60.0,Không,False,True,4.5,13.333333333333334,1
 Tô Hiến Thành,Phước Mỹ,sơn trà,7.899,77.0,Không,True,True,38.5,38.5,5
 Tiểu La,Hòa Cường Bắc,hải châu,2.95,100.0,Không,False,True,50.0,50.0,2
 87 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,3.25,120.0,Không,False,True,60.0,60.0,2
 339 Tôn Đản,Hòa An,cẩm lệ,2.65,120.0,Tây Nam,False,True,60.0,60.0,2
 Phú Xuân 8,Hòa Minh,liên chiểu,5.49,184.0,Tây Bắc,True,True,5.0,15.0,4
 Chơn Tâm 1,Hòa Minh,liên chiểu,3.39,150.0,Đông Bắc,True,True,5.0,16.0,2
 Trần Quý Khoách,Hòa Minh,liên chiểu,5.0,178.0,Đông Bắc,True,True,5.0,18.0,3
 Phạm Văn Nghị,Thạc Gián,thanh khê,4.2,168.0,Tây Nam,False,True,4.0,15.0,3
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.95,50.0,Tây Nam,False,True,4.0,13.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,2.75,64.0,Tây Nam,False,True,4.0,16.0,2
 Phạm Ngọc Thạch,Thuận Phước,hải châu,6.0,70.0,Không,True,True,5.0,14.0,3
 Nguyễn Văn Linh,Nam Dương,hải châu,5.0,60.0,Không,True,True,30.0,30.0,3
 Tổ 6 Lê Độ,Chính Gián,thanh khê,1.95,43.0,Không,False,True,21.5,21.5,2
 Phạm Văn Đồng,Phước Mỹ,sơn trà,23.5,125.0,Tây Bắc,True,True,5.0,25.0,3
 Tổ 6 Lê Độ,Chính Gián,thanh khê,1.95,43.0,Không,False,False,21.5,21.5,2
 Tổ 6 Lê Độ,Chính Gián,thanh khê,1.95,43.0,Không,False,True,21.5,21.5,2
 Tổ 6 Hải Phòng,Tam Thuận,thanh khê,1.95,43.0,Nam,False,True,21.5,21.5,2
 Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,3.65,69.0,Tây Bắc,True,True,4.5,15.3,3
 Phan Châu Trinh,Bình Thuận,hải châu,3.7,41.0,Không,False,False,5.0,8.2,3
 Tôn Đản,Hòa An,cẩm lệ,2.55,106.0,Tây Nam,False,True,53.0,53.0,2
 An Thượng 6,Mỹ An,ngũ hành sơn,13.4,68.0,Không,True,True,4.5,15.0,5
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,31.0,6.0,Không,True,False,3.0,3.0,2
 An Hải 1,An Hải Đông,sơn trà,29.5,341.0,Không,True,False,170.5,170.5,1
 Ngô Quyền,Mân Thái,sơn trà,3.9,43.0,Tây Bắc,True,True,7.0,6.142857142857143,1
 Lê Duẩn,Hải Châu II,hải châu,5.99,180.0,Không,False,True,11.0,16.363636363636363,2
 Nguyễn Du,Thạch Thang,hải châu,3.6,63.0,Không,False,False,5.0,12.6,2
 Bình An 7,Hòa Cường Bắc,hải châu,3.7,37.0,Không,False,False,5.0,7.4,2
 Cổ Mân 7,Mân Thái,sơn trà,315.0,75.0,Tây Nam,True,False,5.0,15.0,1
 Hà Mục,Hòa Thọ Đông,cẩm lệ,5.45,100.0,Tây,True,True,5.0,20.0,4
 Phạm Cự Lượng,An Hải Đông,sơn trà,4.3,85.0,Không,False,True,5.0,17.0,3
 Phạm Phú Tiết,Hòa Cường Nam,hải châu,6.5,97.0,Đông,True,True,19.0,5.0,2
 K408 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.79,5.0,Tây,False,True,4.0,14.5,3
 Ông Ích Khiêm,Thanh Bình,hải châu,4.35,57.0,Không,False,True,5.0,11.4,3
 Hàm Nghi,Chính Gián,thanh khê,17.5,59.0,Không,True,True,4.2,12.6,3
 Hàm Nghi,Chính Gián,thanh khê,25.9,86.0,Không,True,True,4.5,19.0,4
 Nguyễn Đăng Đạo,Hòa Cường,hải châu,5.8,100.0,Không,True,False,4.0,25.0,3
 Hà Huy Tập,An Khê,thanh khê,2.6,55.0,Không,False,True,5.0,15.0,2
 Điện Biên Phủ,An Khê,thanh khê,2.7,60.0,Không,False,True,7.0,8.0,3
 Mẹ Nhu,An Khê,thanh khê,3.3,60.0,Không,False,True,5.0,12.0,2
 Nguyễn Nhàn,Khuê Trung,cẩm lệ,2.8,80.0,Không,False,True,5.0,16.0,3
 Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,2.7,70.0,Không,False,True,4.0,17.5,2
 Trường Chinh,Hòa An,cẩm lệ,5.0,180.0,Không,True,True,7.0,26.0,2
 Cần Giuộc,Hòa Khê,thanh khê,7.2,110.0,Không,True,True,5.0,22.0,3
 Nguyễn Văn Linh,Nam Dương,hải châu,3.5,60.0,Không,False,True,4.4,13.5,2
 Tôn Đức Thắng,Hòa Phát,cẩm lệ,7.8,130.0,Không,True,True,5.0,26.0,2
 Phạm Văn Nghị,Vĩnh Trung,thanh khê,1.85,50.0,Đông Bắc,False,True,5.0,10.0,1
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.45,100.0,Tây,True,True,5.0,20.0,2
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,8.5,123.0,Tây Nam,True,True,5.0,25.0,3
 Nguyễn Chích,Hòa Minh,liên chiểu,3.3,8.0,Đông Bắc,True,True,5.0,16.0,2
 Tống Phước Phổ,Hòa Cường Bắc,hải châu,8.8,83.0,Không,True,True,41.5,41.5,4
 Trần Cao Vân,Thanh Khê Đông,thanh khê,3.35,55.0,Không,False,True,5.0,11.0,2
 Mẹ Thứ,Hòa Xuân,cẩm lệ,5.69,100.0,Không,True,False,5.0,20.0,2
 Lý Triện,Thanh Khê Đông,thanh khê,6.2,105.0,Không,True,False,52.5,52.5,3
 Hải Phòng,Chính Gián,thanh khê,2.25,50.0,Không,False,True,5.0,10.0,1
 Lê Đình Lý,Hòa Cường Bắc,hải châu,3.25,44.0,Tây Nam,False,True,4.0,10.0,2
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,1.85,75.0,Không,False,True,8.0,10.0,2
 Trần Nguyên Đán,Hòa Minh,liên chiểu,5.5,94.0,Đông Bắc,True,True,5.0,18.0,3
 Hòa Minh 3,Hòa Minh,liên chiểu,3.3,7.0,Đông Bắc,True,True,4.5,15.0,2
 Trần Cao Vân,Xuân Hà,thanh khê,3.35,53.0,Đông,False,True,4.45,12.0,2
 Nam Thọ 4,Thọ Quang,sơn trà,4.65,115.0,Không,True,True,57.5,57.5,2
 Điện Biên Phủ,Chính Gián,thanh khê,4.5,86.0,Tây Bắc,False,True,6.23,13.804173354735152,2
 Điện Biên Phủ,Tân Chính,thanh khê,4.09,60.0,Tây,False,True,30.0,30.0,3
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,13.5,114.0,Tây Nam,True,True,5.0,22.0,3
 Bùi Dương Lịch,Nại Hiên Đông,sơn trà,4.5,76.0,Đông Nam,True,True,4.0,18.0,2
 Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,4.7,86.0,Đông Nam,True,False,5.0,17.0,3
 Kỳ Đồng,Thanh Khê Đông,thanh khê,9.6,100.0,Không,True,False,5.0,20.0,3
 79 Trần Cao Vân,Thanh Khê Đông,thanh khê,3.25,5.0,Không,True,False,2.5,2.5,2
 Nguyễn Đóa,Hòa Xuân,cẩm lệ,3.5,100.0,Đông,True,True,5.0,20.0,2
 Hà Huy Tập,Hòa Khê,thanh khê,2.95,55.0,Đông,False,True,27.5,27.5,3
 Lê Chân,An Hải Bắc,sơn trà,4.5,85.0,Không,True,True,5.0,17.0,1
 Nguyễn Trường Tộ,Bình Thuận,hải châu,4.6,69.0,Không,True,False,3.6,17.0,3
 Hoàng Diệu,Bình Thuận,hải châu,4.6,69.0,Không,True,False,3.6,17.0,3
 Triệu Nữ Vương,Hải Châu II,hải châu,4.55,47.0,Không,False,False,5.0,9.4,3
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,8.2,50.0,Không,True,False,25.0,25.0,3
 Nguyễn Tri Phương,Thạc Gián,thanh khê,14.2,125.0,Đông Bắc,True,True,5.0,25.0,4
 Cù Chính Lan,Hòa Khê,thanh khê,2.45,74.0,Không,False,False,5.0,15.0,1
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,8.320953607889361,145.0,Tây Bắc,False,True,6.0,21.0,1
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.2,88.0,Không,False,True,3.5,25.5,2
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,8.320953607889361,38.0,Đông Nam,False,True,11.9,23.8,1
 Ngô Thì Nhậm,Hòa Minh,liên chiểu,3.6,76.0,Tây,False,True,5.0,15.0,3
 Nguyễn Đình Tứ,Hòa Minh,liên chiểu,2.95,85.0,Không,False,True,6.0,14.2,2
 Nam Cao,Hòa Khánh Nam,liên chiểu,3.25,14.0,Đông Nam,False,True,4.5,29.0,2
 Phạm Như Xương,Hòa Khánh Nam,liên chiểu,3.63,183.0,Nam,False,True,6.3,27.0,1
 TP. Đà Nẵng Nguyễn Chánh,Hòa Khánh Bắc,liên chiểu,3.55,100.0,Tây Bắc,False,True,5.0,20.0,2
 Trường Chinh,An Khê,thanh khê,3.57,84.0,Đông Nam,False,True,7.0,12.0,2
 Nguyễn Văn Huề,Thanh Khê Tây,thanh khê,2.6,64.0,Không,False,True,8.0,9.8,2
 Hoàng Diệu,Bình Thuận,hải châu,2.55,56.0,Tây,False,True,3.4,14.5,2
 TP. Đà Nẵng Nguyễn Chánh,Hòa Khánh Bắc,liên chiểu,3.58,60.0,Không,False,True,4.0,15.0,3
 Lê Đình Kỵ,Hòa An,cẩm lệ,2.7,97.0,Không,False,True,5.7,17.0,2
 Nam Cao,Hòa Khánh Nam,liên chiểu,3.35,147.0,Không,False,True,5.2,28.5,1
 Tôn Đức Thắng,Hòa Khánh Nam,liên chiểu,8.320953607889361,134.0,Không,False,True,5.0,26.6,1
 Âu Cơ,Hòa Khánh Bắc,liên chiểu,2.95,83.0,Không,False,True,4.0,21.0,2
 Tôn Đản,Hòa An,cẩm lệ,2.7,90.0,Đông,False,True,5.0,18.0,1
 Trường Chinh,An Khê,thanh khê,2.55,50.0,Không,False,True,4.2,12.0,2
 Núi Thành,Hải Châu I,hải châu,5.0,100.0,Không,False,True,5.5,18.181818181818183,2
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.3,5.0,Bắc,False,True,5.65,8.9,4
 Điện Biên Phủ,Chính Gián,thanh khê,8.320953607889361,40.0,Nam,False,False,20.0,20.0,2
 Khúc Hạo,Nại Hiên Đông,sơn trà,6.5,93.0,Không,True,False,5.0,18.5,1
 Tiểu La,Hòa Cường Bắc,hải châu,3.85,50.0,Không,False,True,25.0,25.0,4
 Trần Lựu,Hòa Xuân,cẩm lệ,3.95,100.0,Đông,True,True,5.0,20.0,3
 Ông Ích Khiêm,Thanh Bình,hải châu,3.39,54.0,Không,True,False,5.0,10.8,2
 136 Đống Đa,Thanh Bình,hải châu,3.1,44.0,Không,False,True,4.0,11.0,3
 Nguyễn Phan Vinh,Thọ Quang,sơn trà,1.65,48.0,Đông Bắc,False,True,3.4,14.117647058823529,1
 Nguyễn Thông,An Hải Tây,sơn trà,2.65,66.0,Không,False,False,4.0,16.5,2
 Nguyễn Phước Nguyên,An Khê,thanh khê,2.0,50.0,Không,False,False,5.0,10.0,2
 Phan Văn Đáng,Xã Hòa Châu,huyện hòa vang,2.5,50.0,Đông Nam,True,True,7.0,7.142857142857143,3
 An Nhơn 10,An Hải Bắc,sơn trà,4.9,58.0,Nam,True,True,4.1,14.0,2
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,2.39,70.0,Đông Bắc,False,True,5.0,14.0,2
 Nguyễn Công Trứ,An Hải Bắc,sơn trà,1.2,35.0,Không,False,False,7.7,4.5,2
 Điện Biên Phủ,Chính Gián,thanh khê,4.09,60.0,Không,False,True,30.0,30.0,3
 Nguyễn Đổng Chi,Hòa Cường Bắc,hải châu,7.0,80.0,Đông,True,True,5.0,16.0,3
 Ngô Văn Sở,Hòa Khánh Nam,liên chiểu,9.2,125.0,Không,True,True,5.0,25.0,2
 Phạm Thế Hiển,Khuê Trung,cẩm lệ,15.0,166.0,Không,True,True,11.0,16.0,3
 Hà Huy Tập,Chính Gián,thanh khê,4.65,65.0,Không,False,True,5.0,13.0,3
 Cù Chính Lan,Thạc Gián,thanh khê,2.85,4.0,Không,False,True,2.0,2.0,3
 Lê Duẩn,Hải Châu II,hải châu,3.6,70.0,Tây Nam,False,True,6.6,11.0,1
 Dương Khuê,Mỹ An,ngũ hành sơn,12.0,111.0,Đông Nam,True,True,5.0,22.0,3
 Trần Hưng Đạo,An Hải Tây,sơn trà,34.0,125.0,Tây,True,True,5.0,25.0,4
 Phan Châu Trinh,Phước Ninh,hải châu,15.2,76.0,Đông,True,True,4.26,17.8,3
 Nguyễn Mậu Tài,Hòa Xuân,cẩm lệ,6.6,100.0,Tây Nam,True,True,5.0,20.0,3
 Tiểu La,Hòa Cường Bắc,hải châu,15.4,140.0,Không,True,True,5.0,28.0,3
 2/9,Hòa Cường Bắc,hải châu,14.5,80.0,Không,True,True,5.0,16.0,2
 Nguyễn Tất Thành,Thanh Bình,hải châu,7.0,70.0,Không,True,True,35.0,35.0,3
 Mẹ Hiền,Thanh Khê Tây,thanh khê,1.95,45.0,Không,True,True,6.0,8.0,2
 Nguyễn Phong Sắc,Hòa Cường,hải châu,7.3,90.0,Không,True,True,4.5,20.0,3
 Tôn Đức Thắng,Hòa An,cẩm lệ,13.5,101.0,Không,True,False,4.5,22.0,3
 Ngô Quyền,An Hải Bắc,sơn trà,11.5,130.0,Đông Nam,True,True,5.0,26.0,2
 Hoàng Diệu,Bình Thuận,hải châu,1.2,18.0,Không,False,False,9.0,9.0,2
 Đỗ Bá,Mỹ An,ngũ hành sơn,12.0,70.0,Không,True,True,5.0,14.0,3
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.4,75.0,Tây Nam,False,True,3.5,21.428571428571427,2
 Mẹ Nhu,Thanh Khê Tây,thanh khê,3.295,165.0,Không,True,True,10.0,16.5,3
 50 Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,7.3,90.0,Không,True,True,4.5,20.0,3
 Ngô Thì Sĩ,Khuê Mỹ,ngũ hành sơn,14.2,105.0,Không,True,False,5.0,21.0,2
 Trưng Nữ Vương,Hải Châu I,hải châu,14.5,116.0,Không,True,True,6.7,17.5,3
 K546/8 Tôn Đản,Hòa Phát,cẩm lệ,2.35,78.0,Không,False,False,4.1,19.0,2
 Trường Chinh,Hòa An,cẩm lệ,2.78,70.0,Không,False,False,5.0,14.0,2
 Chính Hữu,Phước Mỹ,sơn trà,10.5,135.0,Không,True,True,5.0,27.0,1
 Nguyễn Tri Phương,Vĩnh Trung,thanh khê,3.8,60.0,Không,True,False,5.0,12.0,2
 Đỗ Bá,Hòa Hải,ngũ hành sơn,12.0,70.0,Không,False,True,5.0,14.0,3
 Lương Thế Vinh,An Hải Bắc,sơn trà,4.9,60.0,Không,True,False,4.0,15.0,2
 Ngô Quyền,Thọ Quang,sơn trà,2.7,83.0,Đông Bắc,False,True,4.3,19.0,2
 Phú Lộc,Hòa Minh,liên chiểu,5.6,75.0,Không,True,False,5.0,15.0,3
 Phú Lộc,Hòa Minh,liên chiểu,4.9,77.0,Không,True,False,5.0,15.0,3
 Tôn Đức Thắng,Hòa Hiệp Bắc,liên chiểu,3.65,76.0,Không,False,False,5.0,15.0,3
 Tôn Đức Thắng,Hòa Minh,liên chiểu,3.65,76.0,Không,False,False,5.0,16.0,3
 Nguyễn Tất Thành,Hòa Khê,thanh khê,2.79,50.0,Không,False,False,5.0,10.0,3
 Tôn Đức Thắng,Hòa Minh,liên chiểu,2.8,63.0,Không,False,False,6.0,10.0,2
 Cù Chính Lan,Hòa Khê,thanh khê,2.75,50.0,Không,False,False,5.0,10.0,2
 Đỗ Bá,Mỹ An,ngũ hành sơn,11.5,70.0,Nam,True,True,5.0,14.0,3
 Thi Sách,Hải Châu I,hải châu,5.7,84.0,Không,False,True,5.14,17.0,3
 Nguyễn Huy Tự,Hòa Minh,liên chiểu,5.6,16.0,Không,True,False,4.5,3.5555555555555554,3
 Bùi Vịnh,Khuê Trung,cẩm lệ,4.7,100.0,Không,True,True,5.0,20.0,3
 Nguyễn Đình Tứ,Hòa Phát,cẩm lệ,5.6,100.0,Không,True,True,5.0,20.0,2
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,30.0,300.0,Không,True,True,10.0,23.0,2
 Đống Đa,Thuận Phước,hải châu,3.95,47.0,Không,False,False,4.0,11.75,3
 Thái Thị Bôi,Chính Gián,thanh khê,2.65,85.0,Không,True,True,42.5,42.5,2
 Trần Huấn,Khuê Trung,cẩm lệ,5.2,50.0,Không,True,False,4.5,10.5,3
 Trần Đức Thảo,Hòa Cường Nam,hải châu,7.0,90.0,Đông,True,False,5.0,18.0,1
 Đa Mặn 3,Khuê Mỹ,ngũ hành sơn,4.25,94.0,Tây Bắc,True,False,5.0,19.0,2
 Trần Kim Xuyến,Hòa Xuân,cẩm lệ,5.5,100.0,Đông Bắc,True,True,5.0,20.0,3
 Bàu Cầu 27,Xã Hòa Phước,huyện hòa vang,2.95,100.0,Tây Bắc,True,True,5.0,20.0,2
 Bàu Cầu 1,Xã Hòa Châu,huyện hòa vang,3.35,100.0,Tây Bắc,True,True,5.0,19.0,3
 Hoàng Diệu,Bình Thuận,hải châu,5.15,6.0,Không,True,False,5.0,1.2,3
 Sơn Thủy 3,Hòa Hải,ngũ hành sơn,5.0,125.0,Không,True,True,5.0,25.0,2
 Lý Thái Tổ,Thạc Gián,thanh khê,2.66,50.0,Nam,False,True,50.0,4.4,2
 Tiểu La,Hòa Cường Bắc,hải châu,4.38,5.0,Không,False,False,2.5,2.5,3
 Trần Văn Giáp,Hòa Cường Bắc,hải châu,6.0,83.0,Không,True,True,5.0,17.0,1
 Châu Thượng Văn,Hòa Cường Bắc,hải châu,3.55,53.0,Không,False,False,26.5,26.5,3
 Tô Hiệu,Hòa Minh,liên chiểu,2.69,60.0,Đông Nam,False,True,30.0,30.0,2
 Lê Đình Lý,Hòa Thuận Đông,hải châu,3.85,40.0,Bắc,False,True,4.6,8.695652173913045,3
 Phù Đổng,Hòa Xuân,cẩm lệ,2.6,100.0,Tây,True,False,5.0,20.0,2
 Phù Đổng,Hòa Xuân,cẩm lệ,2.6,100.0,Tây,True,True,5.0,20.0,1
 Nguyễn Đóa,Hòa Xuân,cẩm lệ,3.2,100.0,Đông,True,True,5.0,20.0,2
 Lê Duẩn,Chính Gián,thanh khê,4.05,85.0,Tây Nam,False,True,4.0,20.0,3
 Hùng Vương,Vĩnh Trung,thanh khê,4.1,43.0,Không,False,True,4.0,10.75,5
 Trần Xuân Lê,Hòa Khê,thanh khê,2.88,61.0,Tây Bắc,False,True,30.5,30.5,2
 Hùng Vương,Thạc Gián,thanh khê,2.45,90.0,Không,False,False,4.0,22.5,2
 Đậu Quang Lĩnh,Hòa Xuân,cẩm lệ,6.8,100.0,Tây Bắc,True,True,5.0,20.0,3
 Đỗ Quang,Vĩnh Trung,thanh khê,2.85,50.0,Không,False,True,25.0,25.0,2
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4.0,100.0,Không,False,True,5.0,20.0,2
 Nguyễn Mỹ,Hòa Xuân,cẩm lệ,7.8,120.0,Tây Nam,True,True,5.0,25.0,3
 Diệp Minh Châu,Hòa Xuân,cẩm lệ,6.8,100.0,Đông Bắc,True,True,5.0,20.0,3
 Bạch Thái Bưởi,Hòa Khánh Bắc,liên chiểu,5.45,100.0,Không,True,True,5.0,20.0,3
 Nguyễn Văn Linh,Nam Dương,hải châu,2.5,90.0,Không,False,False,45.0,45.0,1
 Võ Chí Công,Hòa Quý,ngũ hành sơn,3.3,100.0,Không,True,False,50.0,50.0,1
