 Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,25,313,Không,Nhà mặt tiền,Không có,9.6,23,2,"16.04376,108.24501"
 Núi Thành,Hòa Cường Bắc,hải châu,19.5,137,Không,Nhà mặt tiền,Không có,7,23,3,"16.03194,108.22279"
 Morrison,An Hải Bắc,sơn trà,35,126,Không,Nhà mặt tiền,Không có,7,18,7,"16.07169,108.2443"
 Phú Thạnh 4,Hòa Minh,liên chiểu,5.9,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.07305,108.15592"
 Núi Thành,Hòa Thuận Đông,hải châu,28,151,Không,Nhà mặt tiền,Không có,6.5,24,8,"16.03194,108.22279"
 Nguyễn Văn Linh,Nam Dương,hải châu,55,150,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,24,2,"16.06072,108.21685"
 An Thượng 4,Mỹ An,ngũ hành sơn,20,90,Không,Nhà mặt tiền,Không có,5,18,4,"16.04933,108.24615"
 Bàu Tràm 1,Khuê Trung,cẩm lệ,6.25,74,Không,Nhà mặt tiền,Không có,4.5,15,2,"16.03241,108.21184"
 Thanh Hải,Thanh Bình,hải châu,8,9,Không,Nhà mặt tiền,Không có,5.38,17.29,1,"16.08158,108.21286"
 Thanh Long,Thanh Bình,hải châu,7.3,108,Không,Nhà mặt tiền,Không có,4.5,15.25,4,"16.08158,108.21386"
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,7.5,96,Không,Nhà mặt tiền,Không có,5,19.3,3,"16.03402,108.2086"
 Mai Lão Bạng,Thuận Phước,hải châu,7.3,9,Không,Nhà mặt tiền,Không có,7.8,12,4,"16.08414,108.21865"
 Huy Cận,Hòa Cường Nam,hải châu,5.7,70,Không,Nhà mặt tiền,Không có,5,14,3,"16.03315,108.21869"
 An Thượng 29,Mỹ An,ngũ hành sơn,13,74,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,5,"16.04714,108.2421"
 Nguyễn Chí Thanh,Thạch Thang,hải châu,9.4,54,Không,Nhà mặt tiền,Không có,4.2,12.7,4,"16.07735,108.22031"
 Đào Trí,Hòa Cường Nam,hải châu,4.4,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.02708,108.22281"
 Lê Hữu Khánh,Khuê Mỹ,ngũ hành sơn,14,,Không,Nhà mặt tiền,Không có,10,20,3,"16.02931,108.2398"
 Bế Văn Đàn,Chính Gián,thanh khê,8,75,Không,Nhà mặt tiền,Không có,5,15,5,"16.06502,108.19853"
 Thanh Hải,Thanh Bình,hải châu,8,9,Không,Nhà mặt tiền,Không có,5.38,17.29,2,"16.08158,108.21286"
 Trần Đức Thảo,Hòa Cường Nam,hải châu,7,90,Không,Nhà mặt tiền,Không có,5,18,1,"16.03412,108.21587"
 Phạm Văn Nghị,Thạc Gián,thanh khê,9.5,58,Không,Nhà mặt tiền,Không có,4,15,4,"16.05824,108.20964"
 Hàm Nghi,Vĩnh Trung,thanh khê,22,8,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,5,"16.06295,108.21069"
 Phạm Văn Nghị,Thạc Gián,thanh khê,9.5,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,4,"16.05824,108.20964"
 Phạm Phú Thứ,Hải Châu I,hải châu,15,58,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.7,12.5,4,"16.06744,108.22425"
 Đống Đa,Thuận Phước,hải châu,28,99,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,7,"16.07503,108.21489"
 Đinh Công Tráng,Thuận Phước,hải châu,5.5,58,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,15,3,"16.08876,108.21712"
 Trần Đức Thảo,Hòa Cường Nam,hải châu,6.8,90,Không,Nhà mặt tiền,Không có,5,18,1,"16.03412,108.21587"
 Nguyễn Hoàng,Bình Hiên,hải châu,10.5,81,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.05469,108.21202"
 Chu Mạnh Trinh,Khuê Trung,cẩm lệ,4.7,74,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.5,3,"16.03377,108.21313"
 Khuê Đông,Khuê Mỹ,ngũ hành sơn,16,10,Không,Nhà mặt tiền,Không có,6,17,5,"15.98459,108.23607"
 2/9,Hòa Cường Nam,hải châu,10,89,Không,Nhà mặt tiền,Không có,4.5,17,4,"16.08311,108.22194"
 2/9,Hòa Cường Nam,hải châu,10,89,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,1,"16.08311,108.22194"
 Nguyễn Chí Thanh,Thạch Thang,hải châu,27,19,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.7,23,1,"16.07735,108.22031"
 Điện Biên Phủ,Chính Gián,thanh khê,16,93,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,4,"16.06715,108.196"
 An Cư 5,Phước Mỹ,sơn trà,7.7,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.07401,108.24196"
 Thạch Lam,Phước Mỹ,sơn trà,11.5,170,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,1,"16.05732,108.24438"
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,18,9,Không,Nhà mặt tiền,Không có,4.6,20,4,"16.0744,108.21805"
 Đỗ Quang,Vĩnh Trung,thanh khê,7.2,51,Không,Nhà mặt tiền,Giấy tờ hợp lệ,11.6,4.6,2,"16.06012,108.21207"
 Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,10.8,90,Không,Nhà mặt tiền,Không có,5,19,5,"16.06072,108.21685"
 Mai Am,Thanh Bình,hải châu,7.9,105,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,15,3,"16.08628,108.21645"
 Hoàng Văn Thụ,Hải Châu I,hải châu,65,380,Không,Nhà mặt tiền,Giấy tờ hợp lệ,18,21,1,"16.06295,108.22043"
 2/9,Hòa Cường Bắc,hải châu,32.5,560,Không,Nhà mặt tiền,Không có,15,23,1,"16.08311,108.22194"
 Chi Lăng,Hải Châu II,hải châu,25,108,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,7,"16.06903,108.21546"
 Nguyễn Xí,Hòa Minh,liên chiểu,6.2,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.07298,108.16737"
 Thân Cảnh Phúc,Hòa Cường Bắc,hải châu,18,10,Không,Nhà mặt tiền,Không có,10,21,3,"16.03802,108.212"
 3/2,Thuận Phước,hải châu,16,125,Không,Nhà mặt tiền,Không có,5,25,3,"16.08332,108.2223"
 Nguyễn Chí Diễu,An Hải Bắc,sơn trà,5.8,100,Không,Nhà mặt tiền,Không có,5,20,2,"16.0815,108.23326"
 Thái Thị Bôi,Chính Gián,thanh khê,5.4,70,Không,Nhà mặt tiền,Không có,4.5,16,3,"16.06831,108.1972"
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,16.3,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.03665,108.21825"
 Núi Thành,Hòa Cường Nam,hải châu,14.5,115,Không,Nhà mặt tiền,Không có,4,22,3,"16.03194,108.22279"
 Nguyễn Tất Thành,Tam Thuận,thanh khê,30,50,Không,Nhà mặt tiền,Không có,10,25,4,"16.07765,108.17369"
 Trần Thủ Độ,Khuê Trung,cẩm lệ,8.2,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.02417,108.21349"
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,8.5,90,Không,Nhà mặt tiền,Không có,4.5,20,4,"16.04088,108.21625"
 Lê Lai,Thạch Thang,hải châu,6.5,50,Không,Nhà mặt tiền,Không có,4.25,11.5,2,"16.07526,108.21788"
 Phan Đăng Lưu,Khuê Trung,cẩm lệ,13.3,130,Không,Nhà mặt tiền,Không có,5,26,3,"16.0366195,108.2111045"
 Hoàng Diệu,Nam Dương,hải châu,21.5,100,Không,Nhà mặt tiền,Không có,6.5,15.5,2,"16.05467,108.21737"
 Tống Phước Phổ,Hòa Cường Bắc,hải châu,7,67,Không,Nhà mặt tiền,Không có,5,13.5,3,"16.04524,108.22224"
 Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,6.2,90,Không,Nhà mặt tiền,Không có,5,18,2,"16.06072,108.21685"
 Phan Thanh,Thạc Gián,thanh khê,14.5,107,Không,Nhà mặt tiền,Không có,4.6,24,3,"16.06302,108.20878"
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8.4,109,Không,Nhà mặt tiền,Không có,5,20,3,"16.03936,108.21621"
 Kỳ Đồng,Xuân Hà,thanh khê,9.8,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.0714016,108.19120789"
 Hoàng Hoa Thám,Vĩnh Trung,thanh khê,18,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.06942,108.20977"
 Duy Tân,Hòa Thuận Đông,hải châu,17.5,13,Không,Nhà mặt tiền,Không có,5.68,23,1,"16.05102,108.20813"
 Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,13,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.04199,108.21356"
 Ngô Quyền,An Hải Bắc,sơn trà,26.5,190,Không,Nhà mặt tiền,Không có,8.5,22.7,5,"16.09631,108.24529"
 Điện Biên Phủ,Chính Gián,thanh khê,16,84,Không,Nhà mặt tiền,Không có,4.15,21.54,6,"16.06715,108.196"
 Nguyễn Du,Thạch Thang,hải châu,20,155,Không,Nhà mặt tiền,Không có,5.2,24.8,3,"16.07874,108.22068"
 An Thượng 6,Mỹ An,ngũ hành sơn,13.2,67,Không,Nhà mặt tiền,Không có,4.5,15.5,6,"16.04726,108.24536"
 Nguyễn Đức Trung,Hòa Khê,thanh khê,10,100,Không,Nhà mặt tiền,Không có,5,20,5,"16.06834,108.18779"
 Dương Trí Trạch,An Hải Bắc,sơn trà,12,130,Không,Nhà mặt tiền,Không có,10,13,2,"16.07451,108.24024"
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,13.3,130,Không,Nhà mặt tiền,Không có,5,26,3,"16.03665,108.21825"
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,12,100,Không,Nhà mặt tiền,Không có,5,20,5,"16.04088,108.21625"
 Tiên Sơn 8,Hòa Cường Nam,hải châu,10.3,120,Không,Nhà mặt tiền,Không có,7,17.5,3,"16.03654,108.22015"
 Thân Nhân Trung,Hòa Khê,thanh khê,5.6,81,Không,Nhà mặt tiền,Không có,4.5,18,3,"16.06322,108.19147"
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8,108,Không,Nhà mặt tiền,Không có,4.5,24,3,"16.03936,108.21621"
 Phạm Tu,An Hải Bắc,sơn trà,8.5,56,Không,Nhà mặt tiền,Không có,4,16,5,"16.06653,108.24049"
 Nguyễn Dữ,Khuê Trung,cẩm lệ,4.2,80,Không,Nhà mặt tiền,Không có,5,16,1,"16.03418,108.20816"
 Đỗ Huy Uyển,An Hải Bắc,sơn trà,8.3,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.07546,108.23242"
 Lý Tự Trọng,Thạch Thang,hải châu,5.6,59,Không,Nhà mặt tiền,Không có,6,9.5,4,"16.07853,108.21389"
 Phan Huy Ôn,Hòa Cường Bắc,hải châu,4.95,70,Không,Nhà mặt tiền,Không có,5,14,4,"16.03854,108.21902"
 Hà Huy Tập,An Khê,thanh khê,16.5,120,Không,Nhà mặt tiền,Không có,5.8,21,4,"16.0704,108.19171"
 Phạm Đình Hổ,Hòa Minh,liên chiểu,8,140,Không,Nhà mặt tiền,Không có,7,20,3,"16.07941,108.16714"
 Điện Biên Phủ,Chính Gián,thanh khê,13,7,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,13,4,"16.06715,108.196"
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,9.5,14,Không,Nhà mặt tiền,Không có,5.8,43,1,"16.04376,108.24501"
 Lê Duẩn,Tân Chính,thanh khê,20,59,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,11,3,"16.06965,108.2106"
 Chi Lăng,Hải Châu II,hải châu,24.5,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,6,"16.06903,108.21546"
 Nguyễn Văn Siêu,An Hải Tây,sơn trà,6.5,76,Không,Nhà mặt tiền,Không có,4.5,17,2,"16.0639,108.233"
 Nguyễn Xuân Khoát,An Hải Bắc,sơn trà,17.5,100,Không,Nhà mặt tiền,Không có,5,20,8,"16.06982,108.23675"
 Lý Tự Trọng,Thanh Bình,hải châu,7.2,68,Không,Nhà mặt tiền,Không có,4.5,15.3,4,"16.07853,108.21389"
 Lê Thanh Nghị,Hòa Cường Nam,hải châu,11,71,Không,Nhà mặt tiền,Không có,5,14,3,"16.03029,108.21903"
 Thanh Thủy,Thanh Bình,hải châu,12,110,Không,Nhà mặt tiền,Không có,11,10,2,"16.08232,108.21374"
 Nguyễn Công Trứ,Thọ Quang,sơn trà,13.5,146,Không,Nhà mặt tiền,Không có,6.6,22.5,2,"16.06847,108.23054"
 Lý Thái Tông,Thanh Khê Tây,thanh khê,9,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.07479,108.17553"
 Huỳnh Tấn Phát,Hòa Cường Nam,hải châu,11.5,10,Không,Nhà mặt tiền,Không có,5,20,3,"16.03781,108.21405"
 Hà Chương,Phước Mỹ,sơn trà,42,190,Không,Nhà mặt tiền,Không có,10,19,1,"16.06534,108.24453"
 Cao Xuân Dục,Thuận Phước,hải châu,8.3,65,Không,Nhà mặt tiền,Không có,4.5,14.5,5,"16.08809,108.21715"
 Lê Duẩn,Tân Chính,thanh khê,20,59,Không,Nhà mặt tiền,Không có,5.4,11,3,"16.06965,108.2106"
 Bế Văn Đàn,Chính Gián,thanh khê,5.95,86,Không,Nhà mặt tiền,Không có,5,15,3,"16.06502,108.19853"
 Phan Thanh,Thạc Gián,thanh khê,9.8,50,Không,Nhà mặt tiền,Không có,4,12.5,3,"16.06302,108.20878"
 Phan Châu Trinh,Hải Châu I,hải châu,20,126,Không,Nhà mặt tiền,Không có,5.45,24,3,"16.05775,108.21896"
 Huy Cận,Hòa Cường Nam,hải châu,5.6,70,Không,Nhà mặt tiền,Không có,5,14,3,"16.03315,108.21869"
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,17,100,Không,Nhà mặt tiền,Không có,7,15,2,"16.04978,108.24072"
 Nguyễn Cư Trinh,Hòa Cường Bắc,hải châu,13,146,Không,Nhà mặt tiền,Không có,8.8,18,3,"16.03837,108.21753"
 Nguyễn Đổng Chi,Hòa Cường Bắc,hải châu,7.5,80,Không,Nhà mặt tiền,Không có,5,16,3,"16.03837,108.21753"
 An Thượng 1,Mỹ An,ngũ hành sơn,16.5,80,Không,Nhà mặt tiền,Không có,5,16,3,"16.0499,108.2482"
 Nguyễn Tất Thành,Tam Thuận,thanh khê,30,50,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,25,4,"16.07765,108.17369"
 Dương Đình Nghệ,An Hải Bắc,sơn trà,29,,Không,Nhà mặt tiền,Không có,9.5,24,3,"16.06888,108.24414"
 Nguyễn Phong Sắc,Khuê Trung,cẩm lệ,6.4,90,Không,Nhà mặt tiền,Không có,5,18,1,"16.02711,108.21174"
 Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,38,30,Không,Nhà mặt tiền,Không có,10,23,5,"16.02728,108.20888"
 Điện Biên Phủ,Hòa Khê,thanh khê,25,310,Không,Nhà mặt tiền,Không có,10,23,2,"16.06715,108.196"
 Lương Ngọc Quyến,Thanh Bình,hải châu,12.9,140,Không,Nhà mặt tiền,Không có,4.5,30,2,"16.08109,108.21758"
 Lê Lợi,Thạch Thang,hải châu,13.5,65,Không,Nhà mặt tiền,Không có,7.1,10,3,"16.0726,108.22022"
 Thanh Thủy,Thanh Bình,hải châu,7.3,60,Không,Nhà mặt tiền,Không có,5,12,3,"16.08232,108.21374"
 Tiên Sơn 10,Hòa Cường Nam,hải châu,13.5,180,Không,Nhà mặt tiền,Không có,6,30,4,"16.03438,108.22172"
 Hoài Thanh,Mỹ An,ngũ hành sơn,6.1,80,Không,Nhà mặt tiền,Không có,5,18,2,"16.04427,108.23848"
 Nguyễn Hoàng,Bình Hiên,hải châu,16.5,171,Không,Nhà mặt tiền,Không có,8.1,19,1,"16.05469,108.21202"
 Huỳnh Lý,Thuận Phước,hải châu,3.95,56,Không,Nhà mặt tiền,Không có,4,14,2,"16.08951,108.21704"
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,29,4,Không,Nhà mặt tiền,Không có,7.7,24.5,6,"16.03029,108.21903"
 Hoàng Xuân Hãn,Khuê Trung,cẩm lệ,27,395,Không,Nhà mặt tiền,Không có,20,20,3,"16.01426,108.20745"
 Khánh An 2,Hòa Khánh Nam,liên chiểu,6.5,160,Không,Nhà mặt tiền,Không có,8,20,3,"16.07895,108.1598"
 Chương Dương,Khuê Mỹ,ngũ hành sơn,15,19,Không,Nhà mặt tiền,Không có,10,19.2,2,"16.03006,108.23725"
 Phan Văn Trị,Khuê Trung,cẩm lệ,15,5,Không,Nhà mặt tiền,Không có,14.3,18,2,"16.01724,108.20838"
 Ngô Tất Tố,Hòa Cường Bắc,hải châu,8,78,Không,Nhà mặt tiền,Không có,4.5,17.5,3,"16.03835,108.21583"
 Nguyễn Thành Ý,Hòa Cường Nam,hải châu,5.4,76,Không,Nhà mặt tiền,Không có,4,17,3,"16.03156,108.22876"
 Hàm Nghi,Vĩnh Trung,thanh khê,16.7,60,Không,Nhà mặt tiền,Không có,5,12,3,"16.06295,108.21069"
 Xô Viết Nghệ Tĩnh,Khuê Trung,cẩm lệ,16,150,Không,Nhà mặt tiền,Không có,5,30,2,"16.03153,108.21205"
 Mẹ Nhu,Thanh Khê Tây,thanh khê,6.5,110,Không,Nhà mặt tiền,Không có,5,22,3,"16.0669,108.17988"
 Bế Văn Đàn,Chính Gián,thanh khê,6.1,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.06502,108.19853"
 Hàn Thuyên,Hòa Cường Bắc,hải châu,11,11,Không,Nhà mặt tiền,Không có,5,22.5,5,"16.03936,108.21621"
 Nguyễn Như Hạnh,Hòa Minh,liên chiểu,5,10,Không,Nhà mặt tiền,Không có,8,13.5,2,"16.06497,108.17488"
 Nguyễn Biểu,Hòa Khê,thanh khê,4.7,81,Không,Nhà mặt tiền,Không có,4.5,18,2,"16.06325,108.191"
 Cần Giuộc,Hòa Khê,thanh khê,7.2,105,Không,Nhà mặt tiền,Không có,5,21,3,"16.05659,108.18494"
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,14.75,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.03665,108.21825"
 Huỳnh Ngọc Huệ,An Khê,thanh khê,8.7,126,Không,Nhà mặt tiền,Không có,4.5,28,2,"16.06024,108.18557"
 Thanh Lương 21,Hòa Xuân,cẩm lệ,5.895,100,Không,Nhà mặt tiền,Không có,5,20,4,"16.02157,108.20994"
 Phùng Chí Kiên,Hòa Minh,liên chiểu,5.095,87,Không,Nhà mặt tiền,Không có,5,17.5,3,"16.07763,108.16537"
 Nguyễn Sắc Kim,Hòa Xuân,cẩm lệ,5.395,100,Không,Nhà mặt tiền,Không có,5,20,3,"16.0035,108.2227"
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,7.95,97,Không,Nhà mặt tiền,Không có,5,19.5,4,"16.03402,108.2086"
 Lê Anh Xuân,Hòa Cường Nam,hải châu,4.7,68,Không,Nhà mặt tiền,Không có,5,14,3,"16.03115,108.22698"
 Phạm Cự Lượng,An Hải Đông,sơn trà,8.5,61,Không,Nhà mặt tiền,Không có,4.7,12.8,4,"16.06044,108.23629"
 Lý Triện,An Khê,thanh khê,7,81,Không,Nhà mặt tiền,Không có,4.5,18,4,"16.05945,108.18524"
 Nguyễn Sơn Hà,Hòa Cường Bắc,hải châu,6.6,85,Không,Nhà mặt tiền,Không có,5,17,2,"16.04551,108.21667"
 Hải Hồ,Thanh Bình,hải châu,4.9,68,Không,Nhà trong hẻm,Không có,4.5,15,2,"16.08023,108.21557"
 Nguyễn Văn Thoại,Phước Mỹ,sơn trà,12,16,Không,Nhà trong hẻm,Không có,9.5,17,2,"16.05747,108.24433"
 Lê Đình Lý,Vĩnh Trung,thanh khê,6.8,104,Không,Nhà trong hẻm,Không có,5.5,18.5,2,"16.05515,108.21073"
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,15.3,138,Không,Nhà trong hẻm,Không có,7.2,17,6,"16.04088,108.21625"
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,10.25,168,Không,Nhà trong hẻm,Không có,7,24,2,"16.05747,108.24433"
 Thi Sách,Hòa Thuận Tây,hải châu,6.2,105,Không,Nhà trong hẻm,Không có,5,21,3,"16.0546,108.20547"
 Núi Thành,Hòa Cường Bắc,hải châu,3.9,90,Không,Nhà trong hẻm,Không có,5,17.78,,"16.03194,108.22279"
 Trần Cao Vân,Tam Thuận,thanh khê,6.9,140,Không,Nhà trong hẻm,Không có,8.4,16,1,"16.0738,108.20758"
 Lê Hữu Trác,An Hải Đông,sơn trà,14,55,Không,Nhà trong hẻm,Không có,11,23,1,"16.05862,108.23956"
 Võ Văn Kiệt,An Hải Đông,sơn trà,5.2,70,Không,Nhà trong hẻm,Không có,5,14,2,"16.063,108.24183"
 Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,5.5,100,Không,Nhà trong hẻm,Không có,5,10,2,"16.05255,108.20845"
 Lý Thái Tổ,Thạc Gián,thanh khê,7.5,111,Không,Nhà trong hẻm,Không có,6,16.5,3,"16.06628,108.20862"
 Võ Văn Kiệt,An Hải Tây,sơn trà,5.2,70,Không,Nhà trong hẻm,Không có,5,14,2,"16.063,108.24183"
 Lê Duẩn,Hải Châu I,hải châu,6.5,65,Không,Nhà trong hẻm,Không có,5.1,14,3,"16.07148,108.22157"
 Đông Giang,An Hải Tây,sơn trà,5.2,70,Không,Nhà trong hẻm,Không có,5,14,2,"16.06012,108.23263"
 Điện Biên Phủ,Hòa Khê,thanh khê,10.9,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,6,"16.06715,108.196"
 Nguyễn Trung Ngạn,Khuê Trung,cẩm lệ,4.28,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.06,18,2,"16.02276,108.2069"
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,6.5,95,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,19,3,"16.02914,108.24223"
 Bùi Vịnh,Hòa Thọ Đông,cẩm lệ,3.85,100,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.02131,108.20046"
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,5.5,150,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,30,1,"16.07284,108.14639"
 Đồng Trí 3,Hòa Khánh Nam,liên chiểu,3.88,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,2,"16.05972,108.16186"
 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,3.45,71,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,17,2,"16.05073,108.17021"
 Nam Cao,Hòa Khánh Nam,liên chiểu,2.95,117,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,22,1,"16.05868,108.14759"
 Tô Hiệu,Hòa Minh,liên chiểu,2.85,68,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.3,20,2,"16.06424,108.16672"
 Tô Hiệu,Hòa Minh,liên chiểu,2.6,65,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4,16,2,"16.06424,108.16672"
 Trần Quý Khoách,Hòa Minh,liên chiểu,5,90,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,3,"16.07809,108.15858"
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,3.2,71,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,20,2,"16.08075,108.14674"
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,2.85,74,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.7,15.7,2,"16.05849,108.15735"
 Tôn Đức Thắng,Hòa Khánh Bắc,liên chiểu,3.6,76,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4,19,3,"16.07067,108.15084"
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,2.3,75,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,1,"16.08075,108.14674"
 Nguyễn Chánh,Hòa Minh,liên chiểu,2.74,6,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,14,2,"16.0861,108.15222"
 Tôn Đản,Hòa An,cẩm lệ,2.35,99,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,19,,"16.04509,108.18114"
 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,2.85,86,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,22,2,"16.05073,108.17021"
 Bình Thái 4,Hòa Thọ Đông,cẩm lệ,2.85,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,14,2,"16.01393,108.20296"
 Lê Vĩnh Khanh,Hòa An,cẩm lệ,4.2,88,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,17.7,2,"16.04979,108.1737"
 Nguyễn Văn Linh,Hải Châu I,hải châu,11.8,185,Không,Nhà mặt tiền,Không có,,,2,"16.06072,108.21685"
 Núi Thành,Hòa Cường Bắc,hải châu,8.49,109,Không,Nhà mặt tiền,Không có,,,3,"16.03194,108.22279"
 Mai Đăng Chơn,Hòa Quý,ngũ hành sơn,15,370,Không,Nhà mặt tiền,Không có,,,3,"15.97666,108.23309"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,17,,Không,Nhà mặt tiền,Không có,,,3,"16.07067,108.15084"
 Lê Văn Hiến,Hòa Hải,ngũ hành sơn,9.5,190,Không,Nhà mặt tiền,Không có,,,3,"15.97728,108.26048"
 Duy Tân,Hải Châu II,hải châu,11.8,190,Không,Nhà mặt tiền,Không có,,,2,"16.05102,108.20813"
 Trần Nguyên Đán,Hòa Minh,liên chiểu,3.8,100,Không,Nhà mặt tiền,Không có,,,1,"16.07846,108.15888"
 Tiểu La,Hòa Cường Bắc,hải châu,32,384,Không,Nhà mặt tiền,Giấy tờ hợp lệ,18,21.3,3,"16.04649,108.22182"
 Xuân Thiều 14,Hòa Hiệp Nam,liên chiểu,2.6,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,1,"16.10292,108.13509"
 Tống Phước Phổ,Hòa Cường,hải châu,6.4,68,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,13.6,3,"16.04524,108.22224"
 Tiểu La,Hòa Cường,hải châu,15,90,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,3,"16.04649,108.22182"
 Điện Biên Phủ,Thanh Khê Tây,thanh khê,17.5,100,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.06715,108.196"
 265 Kinh Dương Vương,Hòa Minh,liên chiểu,5.7,77,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17,3,"16.07643,108.16676"
 175 Ngô Quyền,Mân Thái,sơn trà,5.3,75,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,3,"16.09324,108.24413"
 Tô Hiệu,Hòa Minh,liên chiểu,6.2,90,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,3,"16.06424,108.16672"
